"l"-noun-oc "l"-noun-fr
"titubar"-verb-oc "tituber"-verb-fr
"anisar"-verb-oc "aniser"-verb-fr
"salivar"-verb-oc "saliver"-verb-fr
"cabussar"-verb-oc "plonger"-verb-fr
"profanar"-verb-oc "profaner"-verb-fr
"usurpar"-verb-oc "usurper"-verb-fr
"salar"-verb-oc "saler"-verb-fr
"refondar"-verb-oc "refonder"-verb-fr
"mitralhar"-verb-oc "mitrailler"-verb-fr
"alachar"-verb-oc "allaiter"-verb-fr
"dilatar"-verb-oc "dilater"-verb-fr
"inalar"-verb-oc "inhaler"-verb-fr
"aclimatar"-verb-oc "acclimater"-verb-fr
"surfar"-verb-oc "surfer"-verb-fr
"entrecrosar"-verb-oc "entrecroiser"-verb-fr
"castrar"-verb-oc "castrer"-verb-fr
"sucrar"-verb-oc "sucrer"-verb-fr
"vagabondar"-verb-oc "vagabonder"-verb-fr
"repugnar"-verb-oc "répugner"-verb-fr
"amalgamar"-verb-oc "amalgamer"-verb-fr
"barricadar"-verb-oc "barricader"-verb-fr
"plombar"-verb-oc "plomber"-verb-fr
"boxar"-verb-oc "boxer"-verb-fr
"mamar"-verb-oc "téter"-verb-fr
"parafrasar"-verb-oc "paraphraser"-verb-fr
"catapultar"-verb-oc "catapulter"-verb-fr
"rotar"-verb-oc "roter"-verb-fr
"monologar"-verb-oc "monologuer"-verb-fr
"litografiar"-verb-oc "lithographier"-verb-fr
"minorizar"-verb-oc "minoriser"-verb-fr
"vacances"-noun-oc "vacances"-noun-fr
"vacanças"-noun-oc "vacances"-noun-fr
"preceptor"-noun-oc "précepteur"-noun-fr
"zolo"-noun-oc "zoulou"-noun-fr
"zolo"-adjective-oc "zoulou"-adjective-fr
"maòri"-noun-oc "maori"-noun-fr
"maòri"-adjective-oc "maori"-adjective-fr
"bernés"-adjective-oc "bernois"-adjective-fr
"bernés"-noun-oc "Bernois"-noun-fr
"valesan"-adjective-oc "valaisan"-adjective-fr
"valesan"-noun-oc "valaisan"-noun-fr
"claus"-adjective-oc "clos"-adjective-fr
"Mont Blanc"-properNoun-oc "Mont-Blanc"-properNoun-fr
"Mireia"-properNoun-oc "Mireia"-properNoun-fr
"Junqueras"-properNoun-oc "Junqueras"-properNoun-fr
"Junqueras"-properNoun-oc "Junqueras"-noun-fr
"Junqueras"-noun-oc "Junqueras"-properNoun-fr
"Junqueras"-noun-oc "Junqueras"-noun-fr
"Xiang"-properNoun-oc "Xiang"-properNoun-fr
"Xiang"-properNoun-oc "Xiang"-noun-fr
"Xiang"-noun-oc "Xiang"-properNoun-fr
"Xiang"-noun-oc "Xiang"-noun-fr
"Montand"-properNoun-oc "Montand"-properNoun-fr
"Montand"-properNoun-oc "Montand"-noun-fr
"Montand"-noun-oc "Montand"-properNoun-fr
"Montand"-noun-oc "Montand"-noun-fr
"autobús"-noun-oc "autobus"-noun-fr
"galò"-noun-oc "galo"-noun-fr
"creòl"-adjective-oc "créole"-adjective-fr
"creòl"-noun-oc "créole"-noun-fr
"Macarèl"-properNoun-oc "Macarèl"-properNoun-fr
"Limós"-properNoun-oc "Limoux"-properNoun-fr
"Octavi"-properNoun-oc "Octave"-properNoun-fr
"Kursk"-properNoun-oc "Koursk"-properNoun-fr
"Korrika"-properNoun-oc "Korrika"-properNoun-fr
"Habib Burguiba"-properNoun-oc "Habib Bourguiba"-properNoun-fr
"Haile Selassie"-properNoun-oc "Hailé Selassié"-properNoun-fr
"chovash"-adjective-oc "tchouvache"-adjective-fr
"chovash"-noun-oc "tchouvache"-noun-fr
"tatar"-adjective-oc "tatare"-adjective-fr
"tatar"-noun-oc "tatare"-noun-fr
"bashquir"-adjective-oc "bachkir"-adjective-fr
"bashquir"-noun-oc "bachkir"-noun-fr
"iacut"-adjective-oc "yakoute"-adjective-fr
"iacut"-adjective-oc "iakoute"-adjective-fr
"iacut"-noun-oc "yakoute"-noun-fr
"iacut"-noun-oc "iakoute"-noun-fr
"udmurt"-adjective-oc "oudmourte"-adjective-fr
"udmurt"-noun-oc "oudmourte"-noun-fr
"osset"-adjective-oc "ossète"-adjective-fr
"osset"-noun-oc "ossète"-noun-fr
"cabil"-adjective-oc "kabyle"-adjective-fr
"cabil"-noun-oc "kabyle"-noun-fr
"amazigh"-adjective-oc "amazigh"-adjective-fr
"amazigh"-noun-oc "amazigh"-noun-fr
"a pòrta barrada"-adverb-oc "à huis clos"-adverb-fr
"tolosan"-adjective-oc "toulousain"-adjective-fr
"tolosan"-noun-oc "Toulousain"-noun-fr
"Vielha"-properNoun-oc "Vielha"-properNoun-fr
"Ferriol"-properNoun-oc "Ferriol"-properNoun-fr
"Ferriòl"-properNoun-oc "Ferriòl"-properNoun-fr
"Macip"-properNoun-oc "Macip"-properNoun-fr
"Macip"-properNoun-oc "Macip"-noun-fr
"Macip"-noun-oc "Macip"-properNoun-fr
"Macip"-noun-oc "Macip"-noun-fr
"Grosclaude"-properNoun-oc "Grosclaude"-properNoun-fr
"Grosclaude"-properNoun-oc "Grosclaude"-noun-fr
"Grosclaude"-noun-oc "Grosclaude"-properNoun-fr
"Grosclaude"-noun-oc "Grosclaude"-noun-fr
"Iurii"-properNoun-oc "Iouri"-properNoun-fr
"Iurii"-properNoun-oc "Youri"-properNoun-fr
"Vaquèira"-properNoun-oc "Vaquèira"-properNoun-fr
"Vaquèira Beret"-properNoun-oc "Vaquèira Beret"-properNoun-fr
"Beret"-properNoun-oc "Beret"-properNoun-fr
"Bonaigua"-properNoun-oc "Bonaigua"-properNoun-fr
"Bossòst"-properNoun-oc "Bossòst"-properNoun-fr
"Canejan"-properNoun-oc "Canejan"-properNoun-fr
"Les"-properNoun-oc "Les"-properNoun-fr
"Arres"-properNoun-oc "Arres"-properNoun-fr
"Bausen"-properNoun-oc "Bausen"-properNoun-fr
"Es Bòrdes"-properNoun-oc "Es Bòrdes"-properNoun-fr
"Naut Aran"-properNoun-oc "Naut Aran"-properNoun-fr
"Vielha e Mijaran"-properNoun-oc "Vielha e Mijaran"-properNoun-fr
"Vilamòs"-properNoun-oc "Vilamòs"-properNoun-fr
"Salardú"-properNoun-oc "Salardú"-properNoun-fr
"Boí"-properNoun-oc "Boí"-properNoun-fr
"licean"-adjective-oc "lycéen"-adjective-fr
"licean"-noun-oc "lycéen"-noun-fr
"la Dépêche"-properNoun-oc "la Dépêche"-properNoun-fr
"l'Indépendant"-properNoun-oc "l'Indépendant"-properNoun-fr
"Val d'Aran"-properNoun-oc "Val d'Aran"-properNoun-fr
"Montfòrt"-properNoun-oc "Monfort"-properNoun-fr
"Montfòrt"-properNoun-oc "Monfort"-noun-fr
"Montfòrt"-noun-oc "Monfort"-properNoun-fr
"Montfòrt"-noun-oc "Monfort"-noun-fr
"Simon de Montfòrt"-properNoun-oc "Simon de Montfort"-properNoun-fr
"Ramon Rogièr"-properNoun-oc "Ramon Roger"-properNoun-fr
"Raimon Rogièr"-properNoun-oc "Ramon Roger"-properNoun-fr
"Aton"-properNoun-oc "Aton"-properNoun-fr
"Bernat Aton"-properNoun-oc "Bernard Aton"-properNoun-fr
"AALO"-noun-oc "AALO"-noun-fr
"IEC"-noun-oc "IEC"-noun-fr
"IEO"-noun-oc "IEO"-noun-fr
"IEA"-noun-oc "IEA"-noun-fr
"finés"-adjective-oc "finnois"-adjective-fr
"finés"-noun-oc "finnois"-noun-fr
"Alberte"-properNoun-oc "Alberte"-properNoun-fr
"Alberte"-properNoun-oc "Alberte"-noun-fr
"Alberte"-noun-oc "Alberte"-properNoun-fr
"Alberte"-noun-oc "Alberte"-noun-fr
"Fresson"-properNoun-oc "Fresson"-properNoun-fr
"Fresson"-properNoun-oc "Fresson"-noun-fr
"Fresson"-noun-oc "Fresson"-properNoun-fr
"Fresson"-noun-oc "Fresson"-noun-fr
"Kovacevic"-properNoun-oc "Kovacevic"-properNoun-fr
"Kovacevic"-properNoun-oc "Kovacevic"-noun-fr
"Kovacevic"-noun-oc "Kovacevic"-properNoun-fr
"Kovacevic"-noun-oc "Kovacevic"-noun-fr
"Le Chevallier"-properNoun-oc "Le Chevallier"-properNoun-fr
"Le Chevallier"-properNoun-oc "Le Chevallier"-noun-fr
"Le Chevallier"-noun-oc "Le Chevallier"-properNoun-fr
"Le Chevallier"-noun-oc "Le Chevallier"-noun-fr
"Leca"-properNoun-oc "Leca"-properNoun-fr
"Leca"-properNoun-oc "Leca"-noun-fr
"Leca"-noun-oc "Leca"-properNoun-fr
"Leca"-noun-oc "Leca"-noun-fr
"Marcadal"-properNoun-oc "Marcadal"-properNoun-fr
"Marcadal"-properNoun-oc "Marcadal"-noun-fr
"Marcadal"-noun-oc "Marcadal"-properNoun-fr
"Marcadal"-noun-oc "Marcadal"-noun-fr
"Moch"-properNoun-oc "Moch"-properNoun-fr
"Moch"-properNoun-oc "Moch"-noun-fr
"Moch"-noun-oc "Moch"-properNoun-fr
"Moch"-noun-oc "Moch"-noun-fr
"Méliès"-properNoun-oc "Méliès"-properNoun-fr
"Méliès"-properNoun-oc "Méliès"-noun-fr
"Méliès"-noun-oc "Méliès"-properNoun-fr
"Méliès"-noun-oc "Méliès"-noun-fr
"Senz"-properNoun-oc "Senz"-properNoun-fr
"Senz"-properNoun-oc "Senz"-noun-fr
"Senz"-noun-oc "Senz"-properNoun-fr
"Senz"-noun-oc "Senz"-noun-fr
"Wert"-properNoun-oc "Wert"-properNoun-fr
"Wert"-properNoun-oc "Wert"-noun-fr
"Wert"-noun-oc "Wert"-properNoun-fr
"Wert"-noun-oc "Wert"-noun-fr
"Ferrèr"-properNoun-oc "Ferrèr"-properNoun-fr
"Ferrèr"-properNoun-oc "Ferrèr"-noun-fr
"Ferrèr"-noun-oc "Ferrèr"-properNoun-fr
"Ferrèr"-noun-oc "Ferrèr"-noun-fr
"Ménétrier"-properNoun-oc "Ménétrier"-properNoun-fr
"Ménétrier"-properNoun-oc "Ménétrier"-noun-fr
"Ménétrier"-noun-oc "Ménétrier"-properNoun-fr
"Ménétrier"-noun-oc "Ménétrier"-noun-fr
"Trencavèl"-properNoun-oc "Trencavel"-properNoun-fr
"Trencavèl"-properNoun-oc "Trencavel"-noun-fr
"Trencavèl"-noun-oc "Trencavel"-properNoun-fr
"Trencavèl"-noun-oc "Trencavel"-noun-fr
"Ines"-properNoun-oc "Ines"-properNoun-fr
"Prunièr"-properNoun-oc "Prunièr"-properNoun-fr
"Prunièr"-properNoun-oc "Prunièr"-noun-fr
"Prunièr"-noun-oc "Prunièr"-properNoun-fr
"Prunièr"-noun-oc "Prunièr"-noun-fr
"Landièr"-properNoun-oc "Landièr"-properNoun-fr
"Landièr"-properNoun-oc "Landièr"-noun-fr
"Landièr"-noun-oc "Landièr"-properNoun-fr
"Landièr"-noun-oc "Landièr"-noun-fr
"Vedèl"-properNoun-oc "Vedèl"-properNoun-fr
"Vedèl"-properNoun-oc "Vedèl"-noun-fr
"Vedèl"-noun-oc "Vedèl"-properNoun-fr
"Vedèl"-noun-oc "Vedèl"-noun-fr
"Carabatta"-properNoun-oc "Carabatta"-properNoun-fr
"Carabatta"-properNoun-oc "Carabatta"-noun-fr
"Carabatta"-noun-oc "Carabatta"-properNoun-fr
"Carabatta"-noun-oc "Carabatta"-noun-fr
"Cagnoli"-properNoun-oc "Cagnoli"-properNoun-fr
"Cagnoli"-properNoun-oc "Cagnoli"-noun-fr
"Cagnoli"-noun-oc "Cagnoli"-properNoun-fr
"Cagnoli"-noun-oc "Cagnoli"-noun-fr
"Cavalcanti"-properNoun-oc "Cavalcanti"-properNoun-fr
"Cavalcanti"-properNoun-oc "Cavalcanti"-noun-fr
"Cavalcanti"-noun-oc "Cavalcanti"-properNoun-fr
"Cavalcanti"-noun-oc "Cavalcanti"-noun-fr
"Revèst"-properNoun-oc "Revèst"-properNoun-fr
"Revèst"-properNoun-oc "Revèst"-noun-fr
"Revèst"-noun-oc "Revèst"-properNoun-fr
"Revèst"-noun-oc "Revèst"-noun-fr
"Escarpit"-properNoun-oc "Escarpit"-properNoun-fr
"Escarpit"-properNoun-oc "Escarpit"-noun-fr
"Escarpit"-noun-oc "Escarpit"-properNoun-fr
"Escarpit"-noun-oc "Escarpit"-noun-fr
"niçard"-adjective-oc "niçois"-adjective-fr
"niçard"-noun-oc "niçois"-noun-fr
"mai que mai"-adverb-oc "surtout"-adverb-fr
"uèi lo jorn"-adverb-oc "aujourd'hui"-adverb-fr
"enguan"-adverb-oc "cette année"-adverb-fr
"egalament"-adverb-oc "également"-adverb-fr
"volontàriament"-adverb-oc "volontairement"-adverb-fr
"tostemp"-adverb-oc "toujours"-adverb-fr
"a la debuta"-adverb-oc "au début"-adverb-fr
"ager"-adverb-oc "hier"-adverb-fr
"totes amassa"-adverb-oc "tous ensemble"-adverb-fr
"tanpòc"-adverb-oc "non plus"-adverb-fr
"subitament"-adverb-oc "subitement"-adverb-fr
"previsiblament"-adverb-oc "prévisiblement"-adverb-fr
"permanentament"-adverb-oc "de manière permanente"-adverb-fr
"lamentablament"-adverb-oc "lamentablement"-adverb-fr
"un shinhau"-adverb-oc "un peu"-adverb-fr
"lonh"-adverb-oc "loin"-adverb-fr
"inexorablament"-adverb-oc "inexorablement"-adverb-fr
"concrètament"-adverb-oc "concrètement"-adverb-fr
"afirmativament"-adverb-oc "affirmativement"-adverb-fr
"leugèrament"-adverb-oc "légèrement"-adverb-fr
"inevitablament"-adverb-oc "inévitablement"-adverb-fr
"indiscutiblament"-adverb-oc "indiscutablement"-adverb-fr
"ultimament"-adverb-oc "ultimement"-adverb-fr
"telematicament"-adverb-oc "télématiquement"-adverb-fr
"jornalièrament"-adverb-oc "journalièrement"-adverb-fr
"instintivament"-adverb-oc "instinctivement"-adverb-fr
"gran"-adjective-oc "grand"-adjective-fr
"modèl"-adjective-oc "modèle"-adjective-fr
"bilingüe"-adjective-oc "bilingue"-adjective-fr
"bilingüe"-noun-oc "bilingue"-noun-fr
"trilingüe"-adjective-oc "trilingue"-adjective-fr
"trilingüe"-noun-oc "trilingue"-noun-fr
"monolingüe"-adjective-oc "monolingue"-adjective-fr
"monolingüe"-noun-oc "monolingue"-noun-fr
"sobeiranista"-adjective-oc "souverainiste"-adjective-fr
"estonant"-adjective-oc "étonnant"-adjective-fr
"autonomic"-adjective-oc "autonomique"-adjective-fr
"espanholista"-adjective-oc "espagnoliste"-adjective-fr
"jacobin"-adjective-oc "jacobin"-adjective-fr
"estonat"-adjective-oc "étonné"-adjective-fr
"valent"-adjective-oc "courageux"-adjective-fr
"observaire"-adjective-oc "observateur"-adjective-fr
"antiterrorista"-adjective-oc "antiterroriste"-adjective-fr
"analista"-adjective-oc "analyste"-adjective-fr
"multitudinari"-adjective-oc "multitudinaire"-adjective-fr
"quèrre"-adjective-oc "gauche"-adjective-fr
"colpable"-adjective-oc "coupable"-adjective-fr
"signatari"-adjective-oc "signataire"-adjective-fr
"lector"-adjective-oc "lecteur"-adjective-fr
"identitari"-adjective-oc "identitaire"-adjective-fr
"dubèrt"-adjective-oc "ouvert"-adjective-fr
"auvernhat"-adjective-oc "auvergnat"-adjective-fr
"simpatizant"-adjective-oc "sympathisant"-adjective-fr
"potent"-adjective-oc "puissant"-adjective-fr
"esquèrre"-adjective-oc "gauche"-adjective-fr
"mamifèr"-adjective-oc "mammifère"-adjective-fr
"diuèrs"-adjective-oc "divers"-adjective-fr
"natiu"-adjective-oc "natif"-adjective-fr
"andicapat"-adjective-oc "handicapé"-adjective-fr
"finalista"-adjective-oc "finaliste"-adjective-fr
"optimista"-adjective-oc "optimiste"-adjective-fr
"academician"-adjective-oc "académicien"-adjective-fr
"atèu"-adjective-oc "athée"-adjective-fr
"inadmissible"-adjective-oc "inadmissible"-adjective-fr
"integrista"-adjective-oc "intégriste"-adjective-fr
"imprescindible"-adjective-oc "indispensable"-adjective-fr
"financèr"-adjective-oc "financier"-adjective-fr
"delinquent"-adjective-oc "délinquant"-adjective-fr
"corrector"-adjective-oc "correcteur"-adjective-fr
"fred"-adjective-oc "froid"-adjective-fr
"estrangèr"-adjective-oc "étranger"-adjective-fr
"pessimista"-adjective-oc "pessimiste"-adjective-fr
"perdent"-adjective-oc "perdant"-adjective-fr
"idonèu"-adjective-oc "idoine"-adjective-fr
"idonèu"-adjective-oc "idéal"-adjective-fr
"concrèt"-adjective-oc "concret"-adjective-fr
"eficient"-adjective-oc "efficace"-adjective-fr
"arderós"-adjective-oc "ardent"-adjective-fr
"vesedor"-adjective-oc "voyant"-adjective-fr
"unenc"-adjective-oc "unique"-adjective-fr
"massiu"-adjective-oc "massif"-adjective-fr
"integrant"-adjective-oc "intégrant"-adjective-fr
"innecessari"-adjective-oc "innécessaire"-adjective-fr
"pluralista"-adjective-oc "pluraliste"-adjective-fr
"madrilenc"-adjective-oc "madrilène"-adjective-fr
"ingovernable"-adjective-oc "ingouvernable"-adjective-fr
"tributari"-adjective-oc "tributaire"-adjective-fr
"restant"-adjective-oc "restant"-adjective-fr
"antimilitarista"-adjective-oc "antimilitariste"-adjective-fr
"turbulent"-adjective-oc "turbulent"-adjective-fr
"secrèt"-adjective-oc "secret"-adjective-fr
"retrograd"-adjective-oc "rétrograde"-adjective-fr
"leugèr"-adjective-oc "léger"-adjective-fr
"inexplicable"-adjective-oc "inexplicable"-adjective-fr
"dispersat"-adjective-oc "dispersé"-adjective-fr
"multilingüe"-adjective-oc "multilingue"-adjective-fr
"multilingüe"-noun-oc "multilingue"-noun-fr
"joiós"-adjective-oc "joyeux"-adjective-fr
"convulsat"-adjective-oc "convulsé"-adjective-fr
"conflictiu"-adjective-oc "conflictif"-adjective-fr
"maligne"-adjective-oc "maligne"-adjective-fr
"incomòde"-adjective-oc "incommode"-adjective-fr
"deficient"-adjective-oc "déficient"-adjective-fr
"cuert"-adjective-oc "court"-adjective-fr
"complèt"-adjective-oc "complet"-adjective-fr
"antisistèma"-adjective-oc "antisystème"-adjective-fr
"reivindicatiu"-adjective-oc "revendicatif"-adjective-fr
"proporcionat"-adjective-oc "proportionné"-adjective-fr
"perfècte"-adjective-oc "parfait"-adjective-fr
"geriatric"-adjective-oc "gériatrique"-adjective-fr
"faus"-adjective-oc "faux"-adjective-fr
"reproductiu"-adjective-oc "reproductif"-adjective-fr
"renovable"-adjective-oc "rénovable"-adjective-fr
"nutritiu"-adjective-oc "nutritif"-adjective-fr
"guanhador"-adjective-oc "gagnant"-adjective-fr
"expansiu"-adjective-oc "expansif"-adjective-fr
"aupin"-adjective-oc "alpin"-adjective-fr
"apassionant"-adjective-oc "passionnant"-adjective-fr
"agradable"-adjective-oc "agréable"-adjective-fr
"transformador"-adjective-oc "transformateur"-adjective-fr
"sorisent"-adjective-oc "souriant"-adjective-fr
"ingrat"-adjective-oc "ingrat"-adjective-fr
"elitista"-adjective-oc "élitiste"-adjective-fr
"ebrèu"-adjective-oc "hébreu"-adjective-fr
"subreuman"-adjective-oc "surhumain"-adjective-fr
"sostenible"-adjective-oc "durable"-adjective-fr
"sedusent"-adjective-oc "séduisant"-adjective-fr
"sasonièr"-adjective-oc "saisonnier"-adjective-fr
"proscrich"-adjective-oc "proscrit"-adjective-fr
"presomptiu"-adjective-oc "présomptif"-adjective-fr
"permissiu"-adjective-oc "permissif"-adjective-fr
"municipalista"-adjective-oc "municipaliste"-adjective-fr
"metaforic"-adjective-oc "métaphorique"-adjective-fr
"mediador"-adjective-oc "médiateur"-adjective-fr
"maoïsta"-adjective-oc "maoïste"-adjective-fr
"latifondista"-adjective-oc "latifondiste"-adjective-fr
"ipocrita"-adjective-oc "hypocrite"-adjective-fr
"inacabable"-adjective-oc "interminable"-adjective-fr
"estrident"-adjective-oc "strident"-adjective-fr
"discografic"-adjective-oc "discographique"-adjective-fr
"creishent"-adjective-oc "croissant"-adjective-fr
"contondent"-adjective-oc "contondant"-adjective-fr
"comprensiu"-adjective-oc "compréhensif"-adjective-fr
"aranesista"-adjective-oc "aranésiste"-adjective-fr
"aquatic"-adjective-oc "aquatique"-adjective-fr
"transumant"-adjective-oc "transhuman"-adjective-fr
"transumant"-adjective-oc "transhumant"-adjective-fr
"surrealista"-adjective-oc "surréaliste"-adjective-fr
"remercable"-adjective-oc "remarquable"-adjective-fr
"reconfortant"-adjective-oc "réconfortant"-adjective-fr
"psicopata"-adjective-oc "psychopathe"-adjective-fr
"introvertit"-adjective-oc "introverti"-adjective-fr
"inexplorat"-adjective-oc "inexploré"-adjective-fr
"indesbrembable"-adjective-oc "inoubliable"-adjective-fr
"incalculable"-adjective-oc "incalculable"-adjective-fr
"cauma de la fam"-noun-oc "grève de la faim"-noun-fr
"tèrratrem"-noun-oc "tremblement de terre"-noun-fr
"subjècte"-adjective-oc "sujet"-adjective-fr
"legislador"-adjective-oc "législateur"-adjective-fr
"arrua"-noun-oc "rue"-noun-fr
"arrua"-noun-oc "sillon"-noun-fr
"sens"-noun-oc "sens"-noun-fr
"nivèl"-noun-oc "niveau"-noun-fr
"cauma"-noun-oc "grève"-noun-fr
"punt"-noun-oc "point"-noun-fr
"proteccion"-noun-oc "protection"-noun-fr
"prètzfach"-noun-oc "tâche"-noun-fr
"NASA"-noun-oc "NASA"-noun-fr
"sedença"-noun-oc "siège"-noun-fr
"dret"-noun-oc "droit"-noun-fr
"bastiment"-noun-oc "bâtiment"-noun-fr
"ofèrta"-noun-oc "offre"-noun-fr
"aprobacion"-noun-oc "approbation"-noun-fr
"abriu"-noun-oc "avril"-noun-fr
"aument"-noun-oc "augmentation"-noun-fr
"caça"-noun-oc "chasse"-noun-fr
"fugida"-noun-oc "fuite"-noun-fr
"palai"-noun-oc "palais"-noun-fr
"felibritge"-noun-oc "félibrige"-noun-fr
"archiu"-noun-oc "archive"-noun-fr
"entrada"-noun-oc "entrée"-noun-fr
"pregària"-noun-oc "prière"-noun-fr
"ICV"-noun-oc "ICV"-noun-fr
"noveme"-noun-oc "novembre"-noun-fr
"hemna"-noun-oc "femme"-noun-fr
"estonament"-noun-oc "étonnement"-noun-fr
"conselhèr"-noun-oc "conseiller"-noun-fr
"compreneson"-noun-oc "compréhension"-noun-fr
"desacòrdi"-noun-oc "désaccord"-noun-fr
"seteme"-noun-oc "septembre"-noun-fr
"dreta"-noun-oc "droite"-noun-fr
"diable"-noun-oc "diable"-noun-fr
"bilingüisme"-noun-oc "bilinguisme"-noun-fr
"funeralhas"-noun-oc "funérailles"-noun-fr
"mair"-noun-oc "mère"-noun-fr
"bíblia"-noun-oc "bible"-noun-fr
"dijaus"-noun-oc "jeudi"-noun-fr
"tuador"-noun-oc "tueur"-noun-fr
"companhia"-noun-oc "compagnie"-noun-fr
"pancarta"-noun-oc "pancarte"-noun-fr
"enterpresa"-noun-oc "entreprise"-noun-fr
"but"-noun-oc "but"-noun-fr
"barbariá"-noun-oc "barbarie"-noun-fr
"poblacion"-noun-oc "population"-noun-fr
"extrach"-noun-oc "extrait"-noun-fr
"ultimatum"-noun-oc "ultimatum"-noun-fr
"PNB"-noun-oc "PNB"-noun-fr
"navigador"-noun-oc "navigateur"-noun-fr
"miting"-noun-oc "meeting"-noun-fr
"massacre"-noun-oc "massacre"-noun-fr
"diminucion"-noun-oc "diminution"-noun-fr
"reconeishença"-noun-oc "reconnaissance"-noun-fr
"pescador"-noun-oc "pêcheur"-noun-fr
"masca"-noun-oc "sorcière"-noun-fr
"hestivau"-noun-oc "festival"-noun-fr
"esclatament"-noun-oc "éclatement"-noun-fr
"coneishença"-noun-oc "connaissance"-noun-fr
"producte"-noun-oc "produit"-noun-fr
"husta"-noun-oc "bois"-noun-fr
"taxista"-noun-oc "taxiste"-noun-fr
"militància"-noun-oc "militance"-noun-fr
"endret"-noun-oc "endroit"-noun-fr
"capitan"-noun-oc "capitaine"-noun-fr
"parapluèja"-noun-oc "parapluie"-noun-fr
"emprenta"-noun-oc "empreinte"-noun-fr
"dièta"-noun-oc "diète"-noun-fr
"proesa"-noun-oc "prouesse"-noun-fr
"pònt"-noun-oc "pont"-noun-fr
"libraria"-noun-oc "librairie"-noun-fr
"malfisança"-noun-oc "méfiance"-noun-fr
"espanholisme"-noun-oc "espagnolisme"-noun-fr
"aculhiment"-noun-oc "accueil"-noun-fr
"redobertura"-noun-oc "réouverture"-noun-fr
"maitin"-noun-oc "matin"-noun-fr
"dimèrcles"-noun-oc "mercredi"-noun-fr
"democratizacion"-noun-oc "démocratisation"-noun-fr
"deluns"-noun-oc "lundi"-noun-fr
"consistòri"-noun-oc "consistoire"-noun-fr
"BNG"-noun-oc "BNG"-noun-fr
"descarga"-noun-oc "décharge"-noun-fr
"apertenença"-noun-oc "appartenance"-noun-fr
"rencontre"-noun-oc "rencontre"-noun-fr
"qüestion"-noun-oc "question"-noun-fr
"ploja"-noun-oc "pluie"-noun-fr
"manja"-noun-oc "manche"-noun-fr
"lard"-noun-oc "lard"-noun-fr
"intercomunalitat"-noun-oc "intercommunalité"-noun-fr
"hiu"-noun-oc "fil"-noun-fr
"gratitud"-noun-oc "gratitude"-noun-fr
"gèsta"-noun-oc "geste"-noun-fr
"egalizacion"-noun-oc "égalisation"-noun-fr
"donador"-noun-oc "donateur"-noun-fr
"diuendres"-noun-oc "vendredi"-noun-fr
"desbordament"-noun-oc "débordement"-noun-fr
"demagogia"-noun-oc "démagogie"-noun-fr
"aumenatge"-noun-oc "hommage"-noun-fr
"sanitat"-noun-oc "santé"-noun-fr
"pressupòst"-noun-oc "budget"-noun-fr
"ponhat"-noun-oc "poignée"-noun-fr
"mesfisança"-noun-oc "méfiance"-noun-fr
"hèira"-noun-oc "foire"-noun-fr
"coordinator"-noun-oc "coordinateur"-noun-fr
"carnsalada"-noun-oc "ventrèche"-noun-fr
"arreconeishença"-noun-oc "reconnaissance"-noun-fr
"sabença"-noun-oc "érudition"-noun-fr
"presoèr"-noun-oc "prisonnier"-noun-fr
"postièr"-noun-oc "postier"-noun-fr
"ponéncia"-noun-oc "exposé"-noun-fr
